raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content
"Id: 562978
UserId: A1ECQ8LJMXG4WI
ProfileName: Lou
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343347200
Summary: Wow!!!!!
Text: Filled with oats and raisins you'll love this snack ..... Delicious and nutritious ..... what else is there to say.... you can't beat that....",Wow!!!!!,Filled with oats and raisins you'll love this snack ..... Delicious and nutritious ..... what else is there to say.... you can't beat that....,wow,fill with oat and raisin youll love thi snack delici and nutriti what els is there to say you cant beat that,wow. fill with oat and raisin youll love thi snack delici and nutriti what els is there to say you cant beat that
"Id: 563789
UserId: ARMXY9JO964PO
ProfileName: Sunny S. Gulley
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1341792000
Summary: Good stuff
Text: If you like soft chewy cookies you'll like these. You're going to buy more than one box because they will go fast.",Good stuff,If you like soft chewy cookies you'll like these. You're going to buy more than one box because they will go fast.,good stuff,if you like soft chewi cooki youll like these your go to buy more than one box becaus they will go fast,good stuff. if you like soft chewi cooki youll like these your go to buy more than one box becaus they will go fast
"Id: 563439
UserId: A251WX1Z4SHFDD
ProfileName: ChelseaPartiesPantless
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Holla Holla at this Cookie y'all!
Text: I got a sample of these yummy thangs in my Influenster Mom VoxBox and they are delicious! I shared mine with my toddler and she also loved it, cried when we ran out of cookie! They are nice and soft and really tasty! Go on and get you some, girl!",Holla Holla at this Cookie y'all!,"I got a sample of these yummy thangs in my Influenster Mom VoxBox and they are delicious! I shared mine with my toddler and she also loved it, cried when we ran out of cookie! They are nice and soft and really tasty! Go on and get you some, girl!",holla holla at thi cooki yall,i got a sampl of these yummi thang in my influenst mom voxbox and they are delici i share mine with my toddler and she also love it cri when we ran out of cooki they are nice and soft and realli tasti go on and get you some girl,holla holla at thi cooki yall. i got a sampl of these yummi thang in my influenst mom voxbox and they are delici i share mine with my toddler and she also love it cri when we ran out of cooki they are nice and soft and realli tasti go on and get you some girl
"Id: 30977
UserId: A2YX27VE2XQHJQ
ProfileName: LuvOahu
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1298764800
Summary: Love Popchips!!
Text: I love Popchips.  Favorite flavors are Cheddar, Sea Salt and Vinegar, and Salt and Pepper.  They are low in calories and lower in sodium so when I get a craving for potato chips, I grab a bag of Popchips.",Love Popchips!!,"I love Popchips.  Favorite flavors are Cheddar, Sea Salt and Vinegar, and Salt and Pepper.  They are low in calories and lower in sodium so when I get a craving for potato chips, I grab a bag of Popchips.",love popchip,i love popchip favorit flavor are cheddar sea salt and vinegar and salt and pepper they are low in calori and lower in sodium so when i get a crave for potato chip i grab a bag of popchip,love popchip. i love popchip favorit flavor are cheddar sea salt and vinegar and salt and pepper they are low in calori and lower in sodium so when i get a crave for potato chip i grab a bag of popchip
"Id: 330039
UserId: A3COGF8HVN6IPZ
ProfileName: madhatter
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1320019200
Summary: Wonder where the tartar went.............
Text: I was a skeptic.  I thought I would have to have my dogs teeth cleaned by a vet at a cost of $150.00 plus.  Their breath would knock over a horse.  Then I heard of Greenies!  Wow can I say, bright teeth and great breath and I feed them only 1/2 of a regular one a day.  They love them! Great product, fast shipping, there is nothing more that needs to be said.",Wonder where the tartar went.............,"I was a skeptic.  I thought I would have to have my dogs teeth cleaned by a vet at a cost of $150.00 plus.  Their breath would knock over a horse.  Then I heard of Greenies!  Wow can I say, bright teeth and great breath and I feed them only 1/2 of a regular one a day.  They love them! Great product, fast shipping, there is nothing more that needs to be said.",wonder where the tartar went,i wa a skeptic i thought i would have to have my dog teeth clean by a vet at a cost of plu their breath would knock over a hors then i heard of greeni wow can i say bright teeth and great breath and i feed them onli of a regular one a day they love them great product fast ship there is noth more that need to be said,wonder where the tartar went. i wa a skeptic i thought i would have to have my dog teeth clean by a vet at a cost of plu their breath would knock over a hors then i heard of greeni wow can i say bright teeth and great breath and i feed them onli of a regular one a day they love them great product fast ship there is noth more that need to be said
"Id: 30958
UserId: A13FEDZA2FZLCC
ProfileName: Ryan Walsh
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1303862400
Summary: My favorite brand of chips
Text: When I first heard about Popchips I thought they'd end up tasting like either kettle cooked chips or Cape Cod style chips. I was wrong. They are light, airy, and have a great taste to them... (a note to the makers of Popchips, however, there does need to be better quality control - I will randomly get a bag of chips that are, for lack of a better description I'll say ""harder"" than the majority of the batches I buy.)<br /><br />The Salt & Pepper variety is the flavor I love the most. It has a nice kick to it (if you're not into heat, you might want to stay away from this flavor and stick with my other favorite 'original'... otherwise, just have a bottle of water nearby.) I would definitely recommend this for anyone who is a lover of chips.",My favorite brand of chips,"When I first heard about Popchips I thought they'd end up tasting like either kettle cooked chips or Cape Cod style chips. I was wrong. They are light, airy, and have a great taste to them... (a note to the makers of Popchips, however, there does need to be better quality control - I will randomly get a bag of chips that are, for lack of a better description I'll say ""harder"" than the majority of the batches I buy.)<br /><br />The Salt & Pepper variety is the flavor I love the most. It has a nice kick to it (if you're not into heat, you might want to stay away from this flavor and stick with my other favorite 'original'... otherwise, just have a bottle of water nearby.) I would definitely recommend this for anyone who is a lover of chips.",my favorit brand of chip,when i first heard about popchip i thought theyd end up tast like either kettl cook chip or cape cod style chip i wa wrong they are light airi and have a great tast to them a note to the maker of popchip howev there doe need to be better qualiti control i will randomli get a bag of chip that are for lack of a better descript ill say harder than the major of the batch i buy the salt pepper varieti is the flavor i love the most it ha a nice kick to it if your not into heat you might want to stay away from thi flavor and stick with my other favorit origin otherwis just have a bottl of water nearbi i would definit recommend thi for anyon who is a lover of chip,my favorit brand of chip. when i first heard about popchip i thought theyd end up tast like either kettl cook chip or cape cod style chip i wa wrong they are light airi and have a great tast to them a note to the maker of popchip howev there doe need to be better qualiti control i will randomli get a bag of chip that are for lack of a better descript ill say harder than the major of the batch i buy the salt pepper varieti is the flavor i love the most it ha a nice kick to it if your not into heat you might want to stay away from thi flavor and stick with my other favorit origin otherwis just have a bottl of water nearbi i would definit recommend thi for anyon who is a lover of chip
"Id: 31062
UserId: A2HKGQ3OBD6Q23
ProfileName: D. Yang
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1268006400
Summary: Much better than I thought
Text: I only had the BBQ flavor since the variety pack was OOS at the time I ordered. This was the first time I ate these and they are much better than I expected. I read the reviews and saw that it got a lot of praises, but still skeptical since people's taste buds aren't the same. Once I received it, tried a bag and these are great. They aren't greasy at all and pack a lot of flavor. I rather eat these whenever I feel like I need a snack than original potatoes chips or something that's a bit greasy.<br /><br />Either way, these are great. Go to their website and see if you can find a vendor near you. Buy a bag to try out and if you love it, just keep getting more from your retail store or buy 'em cheaper here on Amazon!",Much better than I thought,"I only had the BBQ flavor since the variety pack was OOS at the time I ordered. This was the first time I ate these and they are much better than I expected. I read the reviews and saw that it got a lot of praises, but still skeptical since people's taste buds aren't the same. Once I received it, tried a bag and these are great. They aren't greasy at all and pack a lot of flavor. I rather eat these whenever I feel like I need a snack than original potatoes chips or something that's a bit greasy.<br /><br />Either way, these are great. Go to their website and see if you can find a vendor near you. Buy a bag to try out and if you love it, just keep getting more from your retail store or buy 'em cheaper here on Amazon!",much better than i thought,i onli had the bbq flavor sinc the varieti pack wa oo at the time i order thi wa the first time i ate these and they are much better than i expect i read the review and saw that it got a lot of prais but still skeptic sinc peopl tast bud arent the same onc i receiv it tri a bag and these are great they arent greasi at all and pack a lot of flavor i rather eat these whenev i feel like i need a snack than origin potato chip or someth that a bit greasi either way these are great go to their websit and see if you can find a vendor near you buy a bag to tri out and if you love it just keep get more from your retail store or buy em cheaper here on amazon,much better than i thought. i onli had the bbq flavor sinc the varieti pack wa oo at the time i order thi wa the first time i ate these and they are much better than i expect i read the review and saw that it got a lot of prais but still skeptic sinc peopl tast bud arent the same onc i receiv it tri a bag and these are great they arent greasi at all and pack a lot of flavor i rather eat these whenev i feel like i need a snack than origin potato chip or someth that a bit greasi either way these are great go to their websit and see if you can find a vendor near you buy a bag to tri out and if you love it just keep get more from your retail store or buy em cheaper here on amazon
"Id: 329810
UserId: A347TM2HQ3JGDX
ProfileName: Almir Rizvanovic ""&#8734;Hare Krsna&#8734;""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1301529600
Summary: Dog love them and one of these works for about 3 to 4 days on our boxer.
Text: These are ""minis"" but seriously plenty for even a bigger dog like a boxer.  We give it to Mocha about 2 to 3 times a week to keep here breath from smelling like the crypt keepers shorts . . .",Dog love them and one of these works for about 3 to 4 days on our boxer.,"These are ""minis"" but seriously plenty for even a bigger dog like a boxer.  We give it to Mocha about 2 to 3 times a week to keep here breath from smelling like the crypt keepers shorts . . .",dog love them and one of these work for about to day on our boxer,these are mini but serious plenti for even a bigger dog like a boxer we give it to mocha about to time a week to keep here breath from smell like the crypt keeper short,dog love them and one of these work for about to day on our boxer. these are mini but serious plenti for even a bigger dog like a boxer we give it to mocha about to time a week to keep here breath from smell like the crypt keeper short
"Id: 368061
UserId: ACQ3MAD0IWAYP
ProfileName: Renee
HelpfulnessNumerator: 0
HelpfulnessDenominator: 1
Score: 5
Time: 1330041600
Summary: This is great stuff with the coconut aroma
Text: Great stuff. I had ordered the one by NOW which is best for hands and feet. This product is good for cooking.",This is great stuff with the coconut aroma,Great stuff. I had ordered the one by NOW which is best for hands and feet. This product is good for cooking.,thi is great stuff with the coconut aroma,great stuff i had order the one by now which is best for hand and feet thi product is good for cook,thi is great stuff with the coconut aroma. great stuff i had order the one by now which is best for hand and feet thi product is good for cook
"Id: 368003
UserId: A22NVHWTYFIUOG
ProfileName: Tina
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1316736000
Summary: just like expected
Text: It is a good coconut oil, at room temperature is clear, it does have a light coconut smell to it, so I mostly use it for baking sweets.",just like expected,"It is a good coconut oil, at room temperature is clear, it does have a light coconut smell to it, so I mostly use it for baking sweets.",just like expect,it is a good coconut oil at room temperatur is clear it doe have a light coconut smell to it so i mostli use it for bake sweet,just like expect. it is a good coconut oil at room temperatur is clear it doe have a light coconut smell to it so i mostli use it for bake sweet
"Id: 329453
UserId: A35JBDYRVSRHH0
ProfileName: Dorreen Wanitschke ""banker""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1350691200
Summary: Great teeth
Text: My vet is always surprised how clean my 8 year old dog's teeth are and I attribute this the his daily Greenie.",Great teeth,My vet is always surprised how clean my 8 year old dog's teeth are and I attribute this the his daily Greenie.,great teeth,my vet is alway surpris how clean my year old dog teeth are and i attribut thi the hi daili greeni,great teeth. my vet is alway surpris how clean my year old dog teeth are and i attribut thi the hi daili greeni
"Id: 329904
UserId: AJ78VYNRNF8Y8
ProfileName: Kathryn Callahan
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1270512000
Summary: Greeenies are a great treat!
Text: My small dog loves his greenies. I give him a greenie after dinner. Goodness, if I forget he sure remembers it's time for his delicious treat. These are great at keeping his teeth clean. I still brush his teeth once a week, but these help keep his teeth healthy and strong between brushes.",Greeenies are a great treat!,"My small dog loves his greenies. I give him a greenie after dinner. Goodness, if I forget he sure remembers it's time for his delicious treat. These are great at keeping his teeth clean. I still brush his teeth once a week, but these help keep his teeth healthy and strong between brushes.",greeeni are a great treat,my small dog love hi greeni i give him a greeni after dinner good if i forget he sure rememb it time for hi delici treat these are great at keep hi teeth clean i still brush hi teeth onc a week but these help keep hi teeth healthi and strong between brush,greeeni are a great treat. my small dog love hi greeni i give him a greeni after dinner good if i forget he sure rememb it time for hi delici treat these are great at keep hi teeth clean i still brush hi teeth onc a week but these help keep hi teeth healthi and strong between brush
"Id: 368146
UserId: AHUSFEGNW2SQA
ProfileName: sirkhwan
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 4
Time: 1331078400
Summary: Fantastic for hair.  OK for dry skin
Text: My hair LOVES coconut oil, apparently.  I have been using a small amount in my hair after I wash and towel-dry my hair for the past 3 weeks, and my normally fine, dry hair is noticeably healthier.  It's not as frizzy and dry.  The coconut oil is actually changing my hair condition instead of just sitting on the surface of my hair and making it look glossy.<br /><br />I have tried some pretty expensive products in my hair ($20-$30 conditioners, hot oil treatments, etc.), and all I can say is, I am never going back.  My advice is to be patient with it, it's not an overnight cure, but your hair will definitely feel great over time.<br /><br />I also have pretty dry skin, but the oil seems to provide only minimal moisture for my cracked skin.  I'm sure it's great for normal skin, though.",Fantastic for hair.  OK for dry skin,"My hair LOVES coconut oil, apparently.  I have been using a small amount in my hair after I wash and towel-dry my hair for the past 3 weeks, and my normally fine, dry hair is noticeably healthier.  It's not as frizzy and dry.  The coconut oil is actually changing my hair condition instead of just sitting on the surface of my hair and making it look glossy.<br /><br />I have tried some pretty expensive products in my hair ($20-$30 conditioners, hot oil treatments, etc.), and all I can say is, I am never going back.  My advice is to be patient with it, it's not an overnight cure, but your hair will definitely feel great over time.<br /><br />I also have pretty dry skin, but the oil seems to provide only minimal moisture for my cracked skin.  I'm sure it's great for normal skin, though.",fantast for hair ok for dri skin,my hair love coconut oil appar i have been use a small amount in my hair after i wash and toweldri my hair for the past week and my normal fine dri hair is notic healthier it not as frizzi and dri the coconut oil is actual chang my hair condit instead of just sit on the surfac of my hair and make it look glossi i have tri some pretti expens product in my hair condition hot oil treatment etc and all i can say is i am never go back my advic is to be patient with it it not an overnight cure but your hair will definit feel great over time i also have pretti dri skin but the oil seem to provid onli minim moistur for my crack skin im sure it great for normal skin though,fantast for hair ok for dri skin. my hair love coconut oil appar i have been use a small amount in my hair after i wash and toweldri my hair for the past week and my normal fine dri hair is notic healthier it not as frizzi and dri the coconut oil is actual chang my hair condit instead of just sit on the surfac of my hair and make it look glossi i have tri some pretti expens product in my hair condition hot oil treatment etc and all i can say is i am never go back my advic is to be patient with it it not an overnight cure but your hair will definit feel great over time i also have pretti dri skin but the oil seem to provid onli minim moistur for my crack skin im sure it great for normal skin though
"Id: 329478
UserId: A2X01RNZ2POM6D
ProfileName: jkmfromla ""jkmfromla""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1348790400
Summary: Last bag had 1 big greenie ball
Text: I've been using this product for almost 2 years and my dogs seem to like it.  However, last box/bag had all 96 greenies stuck together in a huge ball.  Maybe it was the heat or maybe something happened during packaging.  Either case, I have to pull off 1 at a time when it comes to snack time.",Last bag had 1 big greenie ball,"I've been using this product for almost 2 years and my dogs seem to like it.  However, last box/bag had all 96 greenies stuck together in a huge ball.  Maybe it was the heat or maybe something happened during packaging.  Either case, I have to pull off 1 at a time when it comes to snack time.",last bag had big greeni ball,ive been use thi product for almost year and my dog seem to like it howev last boxbag had all greeni stuck togeth in a huge ball mayb it wa the heat or mayb someth happen dure packag either case i have to pull off at a time when it come to snack time,last bag had big greeni ball. ive been use thi product for almost year and my dog seem to like it howev last boxbag had all greeni stuck togeth in a huge ball mayb it wa the heat or mayb someth happen dure packag either case i have to pull off at a time when it come to snack time
"Id: 563432
UserId: A37F6ROMBNWVNQ
ProfileName: Adrena Johnson
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1341878400
Summary: Love them
Text: I received this item from Influenster and loved them so much thaton my next grocery trip I purchased three boxed.  I received the oatmeal raisin from Influenster and I also purchased the banana nut and the chocolate almond.  The raisin was my favorite soft and moist, loved them",Love them,"I received this item from Influenster and loved them so much thaton my next grocery trip I purchased three boxed.  I received the oatmeal raisin from Influenster and I also purchased the banana nut and the chocolate almond.  The raisin was my favorite soft and moist, loved them",love them,i receiv thi item from influenst and love them so much thaton my next groceri trip i purchas three box i receiv the oatmeal raisin from influenst and i also purchas the banana nut and the chocol almond the raisin wa my favorit soft and moist love them,love them. i receiv thi item from influenst and love them so much thaton my next groceri trip i purchas three box i receiv the oatmeal raisin from influenst and i also purchas the banana nut and the chocol almond the raisin wa my favorit soft and moist love them
"Id: 563007
UserId: A3IFHZYZT1SY5G
ProfileName: akollar
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343260800
Summary: Quaker Soft Oatmeal Cookies
Text: WOW, I gave it to my son to try and it was gone within SECONDS. Then he goes, ""Mommy, can I have more?"" and I had to then go out and buy some more of these great cookies. I was very impressed with the packaging and how SOFT the cookies really were when you opened them and the flavor that they had. Very Impressive. Would definitely buy!",Quaker Soft Oatmeal Cookies,"WOW, I gave it to my son to try and it was gone within SECONDS. Then he goes, ""Mommy, can I have more?"" and I had to then go out and buy some more of these great cookies. I was very impressed with the packaging and how SOFT the cookies really were when you opened them and the flavor that they had. Very Impressive. Would definitely buy!",quaker soft oatmeal cooki,wow i gave it to my son to tri and it wa gone within second then he goe mommi can i have more and i had to then go out and buy some more of these great cooki i wa veri impress with the packag and how soft the cooki realli were when you open them and the flavor that they had veri impress would definit buy,quaker soft oatmeal cooki. wow i gave it to my son to tri and it wa gone within second then he goe mommi can i have more and i had to then go out and buy some more of these great cooki i wa veri impress with the packag and how soft the cooki realli were when you open them and the flavor that they had veri impress would definit buy
"Id: 329920
UserId: A1V8SSY4TSKYS5
ProfileName: Christina M. Kelley
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1255996800
Summary: Definitely will purchase from buyer in the future
Text: Encountered 0 problems with this buyer. Received products as pictured/ordered in a timely manner. Packaged securely and safe to ensure no problems during delivery of shipment",Definitely will purchase from buyer in the future,Encountered 0 problems with this buyer. Received products as pictured/ordered in a timely manner. Packaged securely and safe to ensure no problems during delivery of shipment,definit will purchas from buyer in the futur,encount problem with thi buyer receiv product as picturedord in a time manner packag secur and safe to ensur no problem dure deliveri of shipment,definit will purchas from buyer in the futur. encount problem with thi buyer receiv product as picturedord in a time manner packag secur and safe to ensur no problem dure deliveri of shipment
"Id: 30988
UserId: A1LLUBUSFOL9SZ
ProfileName: A. Deal Finder
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1296604800
Summary: Mmmm, Mmmm, love these chips!
Text: Love the taste of these chips; I guess they are a little better for you than other snack chips. Have a unique flavor. I only get these on Amazon when they have a good sale. Great alternative every so often.","Mmmm, Mmmm, love these chips!",Love the taste of these chips; I guess they are a little better for you than other snack chips. Have a unique flavor. I only get these on Amazon when they have a good sale. Great alternative every so often.,mmmm mmmm love these chip,love the tast of these chip i guess they are a littl better for you than other snack chip have a uniqu flavor i onli get these on amazon when they have a good sale great altern everi so often,mmmm mmmm love these chip. love the tast of these chip i guess they are a littl better for you than other snack chip have a uniqu flavor i onli get these on amazon when they have a good sale great altern everi so often
"Id: 563740
UserId: AGKW1Q9IUWIMT
ProfileName: R. A. Frauenglas ""Brooklyn Bum""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1343865600
Summary: okay, but nothing extraordinary
Text: If you're thin & can eat cookies, enjoy yourself.  These come in single packs of mid-sized cookies (.73 oz. each), so I suppose it can help with portion control.  However, at 170 calories, it's pretty high for those needing to lose weight.  It only contains 2g of protein.  It also contains 12g of sugar, so I wouldn't call this a friendly treat for those people battling diabetes or who are borderline diabetics.  The ingredients are in very tiny print, in a box that is over 1.5 inches in length, & contains loads of ingredients I can barely pronounce & have no idea what they are.  It's is kinda soft & tastes okay; but it's not a cookie a foodie like myself gushes over.","okay, but nothing extraordinary","If you're thin & can eat cookies, enjoy yourself.  These come in single packs of mid-sized cookies (.73 oz. each), so I suppose it can help with portion control.  However, at 170 calories, it's pretty high for those needing to lose weight.  It only contains 2g of protein.  It also contains 12g of sugar, so I wouldn't call this a friendly treat for those people battling diabetes or who are borderline diabetics.  The ingredients are in very tiny print, in a box that is over 1.5 inches in length, & contains loads of ingredients I can barely pronounce & have no idea what they are.  It's is kinda soft & tastes okay; but it's not a cookie a foodie like myself gushes over.",okay but noth extraordinari,if your thin can eat cooki enjoy yourself these come in singl pack of midsiz cooki oz each so i suppos it can help with portion control howev at calori it pretti high for those need to lose weight it onli contain g of protein it also contain g of sugar so i wouldnt call thi a friendli treat for those peopl battl diabet or who are borderlin diabet the ingredi are in veri tini print in a box that is over inch in length contain load of ingredi i can bare pronounc have no idea what they are it is kinda soft tast okay but it not a cooki a foodi like myself gush over,okay but noth extraordinari. if your thin can eat cooki enjoy yourself these come in singl pack of midsiz cooki oz each so i suppos it can help with portion control howev at calori it pretti high for those need to lose weight it onli contain g of protein it also contain g of sugar so i wouldnt call thi a friendli treat for those peopl battl diabet or who are borderlin diabet the ingredi are in veri tini print in a box that is over inch in length contain load of ingredi i can bare pronounc have no idea what they are it is kinda soft tast okay but it not a cooki a foodi like myself gush over
"Id: 329850
UserId: A16ITFLKSAUQJC
ProfileName: Jean52
HelpfulnessNumerator: 2
HelpfulnessDenominator: 2
Score: 5
Time: 1328400000
Summary: Greenies are a plus for dogs teeth.
Text: I buy greenies for  my two best friends.  My vet commented on how their teeth are looking good because of the greenies.  My ten year old Scottish terrier and my four year old Standard Poodle will dance circles for their greenis..lol.  How cool is that?",Greenies are a plus for dogs teeth.,I buy greenies for  my two best friends.  My vet commented on how their teeth are looking good because of the greenies.  My ten year old Scottish terrier and my four year old Standard Poodle will dance circles for their greenis..lol.  How cool is that?,greeni are a plu for dog teeth,i buy greeni for my two best friend my vet comment on how their teeth are look good becaus of the greeni my ten year old scottish terrier and my four year old standard poodl will danc circl for their greenislol how cool is that,greeni are a plu for dog teeth. i buy greeni for my two best friend my vet comment on how their teeth are look good becaus of the greeni my ten year old scottish terrier and my four year old standard poodl will danc circl for their greenislol how cool is that
"Id: 367761
UserId: A1FEHPW4GT6WS6
ProfileName: Fallen
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1333843200
Summary: coconut oil
Text: The coconut oil works great on my hair and skin. my hair responded great to the oil and it grew a little because of the oil.",coconut oil,The coconut oil works great on my hair and skin. my hair responded great to the oil and it grew a little because of the oil.,coconut oil,the coconut oil work great on my hair and skin my hair respond great to the oil and it grew a littl becaus of the oil,coconut oil. the coconut oil work great on my hair and skin my hair respond great to the oil and it grew a littl becaus of the oil
"Id: 329984
UserId: A2L11XFJ1W0AV1
ProfileName: dog dog
HelpfulnessNumerator: 4
HelpfulnessDenominator: 9
Score: 1
Time: 1322352000
Summary: do not feed this product to pugs.
Text: My pug almost died from this product. A piece did not digest and got stuck in his intestinal tract. He had to have emergency surgery and 3000.00 later is now OK. Any knowledgeable pug breeder will tell you not to feed these to your pug. All the company did was refund me 25.00 for the cost of the product.",do not feed this product to pugs.,My pug almost died from this product. A piece did not digest and got stuck in his intestinal tract. He had to have emergency surgery and 3000.00 later is now OK. Any knowledgeable pug breeder will tell you not to feed these to your pug. All the company did was refund me 25.00 for the cost of the product.,do not feed thi product to pug,my pug almost die from thi product a piec did not digest and got stuck in hi intestin tract he had to have emerg surgeri and later is now ok ani knowledg pug breeder will tell you not to feed these to your pug all the compani did wa refund me for the cost of the product,do not feed thi product to pug. my pug almost die from thi product a piec did not digest and got stuck in hi intestin tract he had to have emerg surgeri and later is now ok ani knowledg pug breeder will tell you not to feed these to your pug all the compani did wa refund me for the cost of the product
"Id: 31125
UserId: A3M798YYM8TSQG
ProfileName: Judy
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1236988800
Summary: Similar to Munchos
Text: Discovering I have a yeast allergy meant I had to quit eating Munchos--a childhood favorite. Hurray!! These are very similar and just as good. :)",Similar to Munchos,Discovering I have a yeast allergy meant I had to quit eating Munchos--a childhood favorite. Hurray!! These are very similar and just as good. :),similar to muncho,discov i have a yeast allergi meant i had to quit eat munchosa childhood favorit hurray these are veri similar and just as good,similar to muncho. discov i have a yeast allergi meant i had to quit eat munchosa childhood favorit hurray these are veri similar and just as good
"Id: 563256
UserId: A1IVYVCF909Y3C
ProfileName: Teisha
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1342137600
Summary: Pleasantly suprised!!!
Text: I am not normally a cookie fan but I tried this cookie and it was great!It was very soft and the taste was just wonderful. It isn't overly sweet so it is a great on the go snack for the entire family.",Pleasantly suprised!!!,I am not normally a cookie fan but I tried this cookie and it was great!It was very soft and the taste was just wonderful. It isn't overly sweet so it is a great on the go snack for the entire family.,pleasantli supris,i am not normal a cooki fan but i tri thi cooki and it wa greatit wa veri soft and the tast wa just wonder it isnt overli sweet so it is a great on the go snack for the entir famili,pleasantli supris. i am not normal a cooki fan but i tri thi cooki and it wa greatit wa veri soft and the tast wa just wonder it isnt overli sweet so it is a great on the go snack for the entir famili
"Id: 367841
UserId: A226Z27AJ6BQRF
ProfileName: Foxtrot
HelpfulnessNumerator: 2
HelpfulnessDenominator: 3
Score: 5
Time: 1342483200
Summary: I love Coconut OIl
Text: Coconut oil is awesome!! I have found the organic coconut oil is even better. It has many uses in my household. I use it on my hair, and skin, and I added it to my smoothies!!! You can go wrong with coconut oil especially this brand!",I love Coconut OIl,"Coconut oil is awesome!! I have found the organic coconut oil is even better. It has many uses in my household. I use it on my hair, and skin, and I added it to my smoothies!!! You can go wrong with coconut oil especially this brand!",i love coconut oil,coconut oil is awesom i have found the organ coconut oil is even better it ha mani use in my household i use it on my hair and skin and i ad it to my smoothi you can go wrong with coconut oil especi thi brand,i love coconut oil. coconut oil is awesom i have found the organ coconut oil is even better it ha mani use in my household i use it on my hair and skin and i ad it to my smoothi you can go wrong with coconut oil especi thi brand
"Id: 563059
UserId: A2R3C0OG2HFQ9H
ProfileName: vturpin
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343174400
Summary: Perfect for kids
Text: Great taste and packaging. Perfect for lunch boxes and take along snacks. We have enjoyed these cookies and look forward to more flavors.",Perfect for kids,Great taste and packaging. Perfect for lunch boxes and take along snacks. We have enjoyed these cookies and look forward to more flavors.,perfect for kid,great tast and packag perfect for lunch box and take along snack we have enjoy these cooki and look forward to more flavor,perfect for kid. great tast and packag perfect for lunch box and take along snack we have enjoy these cooki and look forward to more flavor
"Id: 30864
UserId: A3K11Z15PE4IMW
ProfileName: MikeFox
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1328659200
Summary: Crispy, tasty, wonderful!
Text: These are just delicious. Better than the traditional chip and better for you too! I would recommend that everyone try them. I plan to order more flavors and more and more.","Crispy, tasty, wonderful!",These are just delicious. Better than the traditional chip and better for you too! I would recommend that everyone try them. I plan to order more flavors and more and more.,crispi tasti wonder,these are just delici better than the tradit chip and better for you too i would recommend that everyon tri them i plan to order more flavor and more and more,crispi tasti wonder. these are just delici better than the tradit chip and better for you too i would recommend that everyon tri them i plan to order more flavor and more and more
